EPICA Dome C Ice Core 800KYr N2O Data 
-----------------------------------------------------------------------
               World Data Center for Paleoclimatology, Boulder
                                  and
                     NOAA Paleoclimatology Program
-----------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!


NAME OF DATA SET: EPICA Dome C Ice Core 800KYr N2O Data 
LAST UPDATE: 1/2010 (Original receipt by WDC Paleo)

CONTRIBUTORS:
Adrian Schilt, Renato Spahni, Matthias Baumgartner, Jacqueline Flückiger, 
Gregor Hausammann, Kenji Kawamura, Jakob Schwander, Hubertus Fischer, 
Thomas F. Stocker. Climate and Environmental Physics, Physics Institute, 
and Oeschger Centre for Climate Change Research, University of Bern, 
Switzerland.

DATA:
EPICA Dome C Ice Core 800KYr N2O Data 

Column 1: EDC96 depth (m)
Column 2: EDC99 depth (m)
Column 3: gas age (years before 1950 on EDC3: Loulergue et al., 2007)
Column 4: N2O concentration (parts per billion by volume, ppbv)
Column 5: N2O artifacts concentration (parts per billion by volume, ppbv)
Column 6: 1-sigma uncertainty N2O concentration (parts per billion by volume, ppbv)

REMARKS: For EDC96 depth levels the corresponding EDC99 depth is calculated 
using the comparison by Eric Wolff (EWWO@bas.ac.uk) between equivalent signals 
in the Dielectric Profile (DEP) records. 

1              2          3          4          5          6
-999.0       2605.985     339428       -999.0       225.3        3.8
-999.0       2608.115     340535       -999.0       216.3        4.4
-999.0       2610.385     341895       -999.0       215.0        3.4
-999.0       2614.785     344505       -999.0       226.7        3.5
-999.0       2616.915     345685       -999.0       239.3        3.5
-999.0       2621.315     348177       -999.0       248.7        3.5
-999.0       2623.585     349382       -999.0       263.3        4.6
-999.0       2625.715     350497       -999.0       237.3        3.5
-999.0       2627.985     351802       -999.0       252.3        3.5
-999.0       2629.455     352609       -999.0       228.3        4.0
-999.0       2634.985     355815       -999.0       189.0        3.4
-999.0       2638.285     357836      211.0       -999.0         6.7
-999.0       2640.455     359159      207.3       -999.0         3.5
-999.0       2641.585     359835      203.0       -999.0         3.7
-999.0       2643.785     361178      235.3       -999.0         3.5
-999.0       2644.850     361790      224.7       -999.0         3.5
-999.0       2645.955     362399      245.0       -999.0         4.3
-999.0       2648.185     363624      228.3       -999.0         3.5
-999.0       2649.285     364245      213.3       -999.0         3.5
-999.0       2651.420     365510      236.3       -999.0         3.8
-999.0       2652.585     366180      227.0       -999.0         3.7
-999.0       2653.685     366802      245.7       -999.0         4.6
-999.0       2654.785     367409      248.7       -999.0         3.5
-999.0       2655.885     368047      215.0       -999.0         6.7
-999.0       2656.920     368672      217.7       -999.0         3.5
-999.0       2658.085     369300      245.7       -999.0         3.5
-999.0       2659.185     369892      247.3       -999.0         3.5
-999.0       2661.345     371090      265.0       -999.0         3.7
-999.0       2662.455     371713      269.7       -999.0         4.4
-999.0       2663.585     372302      264.7       -999.0         4.8
-999.0       2664.645     372837      261.7       -999.0         4.6
-999.0       2666.320     373743      223.0       -999.0         3.7
-999.0       2666.870     374050      210.8       -999.0         3.7
-999.0       2667.955     374737      231.3       -999.0         4.6
-999.0       2669.085     375424      235.7       -999.0         3.5
-999.0       2670.145     376052      243.3       -999.0         3.8
-999.0       2672.385     377307      250.3       -999.0         3.8
-999.0       2675.685     379115      247.0       -999.0         6.7
-999.0       2676.785     379681      269.0       -999.0         3.7
-999.0       2677.885     380260      279.7       -999.0         3.8
-999.0       2678.970     380832      270.2       -999.0         5.4
-999.0       2680.085     381399      289.0       -999.0         3.4
-999.0       2681.115     381903      275.7       -999.0         4.4
-999.0       2682.285     382521      268.7       -999.0         4.4
-999.0       2683.335     383085      248.0       -999.0         3.4
-999.0       2684.420     383658      253.3       -999.0         3.5
-999.0       2685.585     384278      274.0       -999.0         3.4
-999.0       2686.685     384861      268.0       -999.0         3.7
-999.0       2687.785     385439      277.3       -999.0         4.0
-999.0       2688.885     386034      277.7       -999.0         3.5
-999.0       2689.955     386578      276.0       -999.0         3.7
-999.0       2691.085     387154      274.7       -999.0         3.8
-999.0       2692.185     387749      244.0       -999.0         3.7
-999.0       2693.270     388391      244.2       -999.0         4.8
-999.0       2694.335     389048      248.7       -999.0         3.5
-999.0       2695.405     389686      256.0       -999.0         3.4
-999.0       2696.485     390296      267.0       -999.0         3.7
-999.0       2697.635     390915      266.0       -999.0         4.1
-999.0       2698.835     391551      274.3       -999.0         3.8
-999.0       2699.805     392080      267.0       -999.0         3.4
-999.0       2700.935     392622      273.0       -999.0         3.7
-999.0       2702.035     393147      281.7       -999.0         4.0
-999.0       2703.070     393625      271.7       -999.0         3.8
-999.0       2704.235     394149      275.7       -999.0         3.8
-999.0       2706.505     395118      281.3       -999.0         4.0
-999.0       2709.755     396470      292.3       -999.0         4.6
-999.0       2713.005     397714      281.7       -999.0        11.7
-999.0       2716.305     398965      290.0       -999.0         3.4
-999.0       2719.615     400165      285.7       -999.0         4.0
-999.0       2722.925     401300      283.3       -999.0         4.0
-999.0       2725.885     402307      288.7       -999.0         4.4
-999.0       2729.505     403504      283.3       -999.0         4.0
-999.0       2732.815     404616      287.3       -999.0         4.0
-999.0       2736.105     405688      274.7       -999.0         3.5
-999.0       2739.085     406674      279.0       -999.0         3.7
-999.0       2742.385     407765      286.7       -999.0         3.8
-999.0       2745.685     408924      275.7       -999.0         4.8
-999.0       2749.305     410258      282.7       -999.0         4.8
-999.0       2752.655     411584      266.0       -999.0         3.7
-999.0       2755.585     412877      277.3       -999.0         3.5
-999.0       2759.255     414542      277.0       -999.0         3.4
-999.0       2762.115     415836      269.3       -999.0         4.4
-999.0       2765.855     417544      275.0       -999.0         3.7
-999.0       2769.105     419078      274.3       -999.0         3.5
-999.0       2772.085     420544      282.7       -999.0         4.4
-999.0       2775.655     422415      278.3       -999.0         3.8
-999.0       2778.685     423970      293.3       -999.0         4.0
-999.0       2782.105     425646      260.0       -999.0         3.7
-999.0       2785.635     427833       -999.0       266.0        4.3
-999.0       2788.955     430728       -999.0       236.3        3.8
-999.0       2798.415     440679       -999.0       234.3        3.5
-999.0       2800.615     443060       -999.0       240.0        3.7
-999.0       2801.085     443520       -999.0       233.3        3.8
-999.0       2801.715     444138       -999.0       249.0        3.7
-999.0       2802.160     444584       -999.0       231.7        4.0
-999.0       2802.815     445289       -999.0       233.0        3.7
-999.0       2803.260     445758       -999.0       234.0        3.7
-999.0       2804.035     446570       -999.0       263.7        3.8
-999.0       2804.385     446937       -999.0       266.0        3.7
-999.0       2805.015     447608       -999.0       242.3        3.5
-999.0       2806.115     448690       -999.0       212.3        3.8
-999.0       2807.215     449900       -999.0       195.0        4.3
-999.0       2809.415     452208       -999.0       236.3        3.5
-999.0       2810.515     453464       -999.0       260.7        4.0
-999.0       2810.975     453979       -999.0       282.3        3.8
-999.0       2811.615     454708       -999.0       256.3        3.5
-999.0       2812.085     455243       -999.0       236.7        3.5
-999.0       2813.815     457408       -999.0       218.0        3.7
-999.0       2814.915     458797       -999.0       211.0        3.7
-999.0       2816.015     460154       -999.0       231.7        3.5
-999.0       2816.485     460740       -999.0       243.7        4.0
-999.0       2817.585     462095       -999.0       244.7        3.5
-999.0       2818.215     462841       -999.0       236.7        3.5
-999.0       2819.345     464271      238.7       -999.0         3.5
-999.0       2820.415     465606      219.0       -999.0         3.7
-999.0       2821.955     467534      212.3       -999.0         3.5
-999.0       2822.615     468290      229.7       -999.0         3.5
-999.0       2823.715     469406      248.0       -999.0         4.1
-999.0       2824.815     470533      264.0       -999.0         3.7
-999.0       2827.015     472620      240.7       -999.0         3.5
-999.0       2828.115     473663      239.0       -999.0         3.7
-999.0       2829.215     474724      255.3       -999.0         3.5
-999.0       2831.415     476748      262.0       -999.0         3.7
-999.0       2832.515     477671      241.5       -999.0         3.7
-999.0       2833.615     478682      232.0       -999.0         3.7
-999.0       2835.185     480080      255.7       -999.0         3.8
-999.0       2835.815     480614      243.0       -999.0         3.7
-999.0       2836.915     481522      254.7       -999.0         4.6
-999.0       2838.015     482403      257.0       -999.0         3.7
-999.0       2840.215     484097      257.3       -999.0         3.5
-999.0       2841.315     484912      261.3       -999.0         3.5
-999.0       2842.415     485710      254.0       -999.0         3.4
-999.0       2844.605     487204      261.3       -999.0         3.5
-999.0       2845.715     487930      264.7       -999.0         3.5
-999.0       2846.815     488656      273.7       -999.0         4.8
-999.0       2849.015     490112      268.0       -999.0         3.4
-999.0       2850.105     490827      274.0       -999.0         3.7
-999.0       2851.215     491600      266.3       -999.0         3.5
-999.0       2853.415     493155      259.7       -999.0         3.5
-999.0       2855.615     494724      254.0       -999.0         4.3
-999.0       2857.815     496261      243.7       -999.0         3.8
-999.0       2858.915     497016      265.7       -999.0         3.5
-999.0       2860.015     497770      263.7       -999.0         3.5
-999.0       2862.215     499267      263.3       -999.0         3.5
-999.0       2864.415     500771      260.5       -999.0         3.7
-999.0       2866.615     502270      265.0       -999.0         3.7
-999.0       2867.715     503037      272.7       -999.0         4.0
-999.0       2868.838     503777      281.3       -999.0         3.5
-999.0       2871.015     505154      267.0       -999.0         4.3
-999.0       2873.215     506686      275.0       -999.0         3.7
-999.0       2875.415     508121      280.3       -999.0         3.5
-999.0       2876.515     508894      268.7       -999.0         4.0
-999.0       2879.815     511164      252.3       -999.0         3.5
-999.0       2880.915     511930      265.0       -999.0         3.7
-999.0       2882.015     512663      269.0       -999.0         3.7
-999.0       2884.215     514114      284.0       -999.0         3.7
-999.0       2885.315     514804      270.0       -999.0         3.7
-999.0       2886.445     515488      288.7       -999.0         3.5
-999.0       2886.885     515749      280.7       -999.0         3.8
-999.0       2887.985     516395      281.7       -999.0         7.1
-999.0       2888.615     516770      254.3       -999.0         5.4
-999.0       2890.815     518036      260.0       -999.0         3.4
-999.0       2895.215     520596      247.7       -999.0         4.0
-999.0       2897.415     521917      254.7       -999.0         3.5
-999.0       2898.515     522586      253.0       -999.0         3.7
-999.0       2899.615     523323      247.0       -999.0         3.4
-999.0       2901.815     524826      260.3       -999.0         3.5
-999.0       2902.915     525563      264.0       -999.0         3.7
-999.0       2904.015     526310      259.7       -999.0         4.0
-999.0       2906.215     527878      263.7       -999.0         3.5
-999.0       2906.685     528233       -999.0       270.3        3.8
-999.0       2907.315     528699       -999.0       270.0        3.7
-999.0       2908.415     529580       -999.0       226.3        4.6
-999.0       2911.715     532724       -999.0       241.0        3.7
-999.0       2912.815     533847       -999.0       236.0        3.7
-999.0       2915.045     536131       -999.0       264.0        3.7
-999.0       2916.585     537733       -999.0       266.7        3.5
-999.0       2917.215     538407       -999.0       252.3        3.5
-999.0       2917.685     538917       -999.0       255.0        3.9
-999.0       2919.415     540795       -999.0       246.0        3.4
-999.0       2920.515     541981       -999.0       253.3        3.6
-999.0       2923.815     545439      250.7       -999.0         3.5
-999.0       2924.915     546563      239.0       -999.0         3.7
-999.0       2926.015     547530      246.3       -999.0         3.8
-999.0       2928.215     549439      260.7       -999.0         3.5
-999.0       2929.315     550287      271.5       -999.0         3.7
-999.0       2930.415     551081      268.0       -999.0         3.4
-999.0       2931.985     552223      242.7       -999.0         3.5
-999.0       2932.615     552635      233.3       -999.0         3.5
-999.0       2933.715     553314      242.3       -999.0         3.5
-999.0       2934.815     553970      269.0       -999.0         4.1
-999.0       2937.015     555119      271.0       -999.0         4.3
-999.0       2938.115     555612      282.0       -999.0         3.7
-999.0       2939.215     556123      283.0       -999.0         4.1
-999.0       2940.425     556712      269.0       -999.0         3.7
-999.0       2941.415     557165      261.7       -999.0         3.8
-999.0       2942.515     557664      244.0       -999.0         3.7
-999.0       2943.615     558164      245.7       -999.0         3.5
-999.0       2945.805     559218      261.0       -999.0         3.7
-999.0       2946.915     559743      267.3       -999.0         3.5
-999.0       2948.015     560238      258.7       -999.0         4.0
-999.0       2948.485     560442      280.3       -999.0         3.5
-999.0       2950.735     561395      269.3       -999.0         3.5
-999.0       2951.315     561639      275.5       -999.0         3.7
-999.0       2952.415     562076      279.7       -999.0         3.5
-999.0       2954.615     562921      276.7       -999.0         3.8
-999.0       2955.715     563331      272.0       -999.0         3.7
-999.0       2956.815     563734      267.7       -999.0         4.0
-999.0       2959.015     564520      291.0       -999.0         3.7
-999.0       2960.115     564905      274.7       -999.0         3.8
-999.0       2961.225     565286      279.7       -999.0         3.5
-999.0       2963.415     566055      283.3       -999.0         4.0
-999.0       2964.545     566452      277.0       -999.0         3.7
-999.0       2965.615     566834      269.0       -999.0         3.4
-999.0       2967.815     567599      268.7       -999.0         3.5
-999.0       2968.915     567986      274.0       -999.0         3.4
-999.0       2970.015     568378      273.0       -999.0         3.4
-999.0       2972.215     569156      278.5       -999.0         3.6
-999.0       2973.315     569548      282.0       -999.0         3.7
-999.0       2974.415     569948      279.7       -999.0         3.5
-999.0       2976.615     570760      266.3       -999.0         3.5
-999.0       2977.715     571181      269.3       -999.0         3.8
-999.0       2978.845     571593      267.0       -999.0         3.7
-999.0       2981.015     572423      274.7       -999.0         3.8
-999.0       2982.115     572847      279.0       -999.0         3.4
-999.0       2983.215     573260      269.3       -999.0         3.8
-999.0       2985.425     574146      270.0       -999.0         3.9
-999.0       2986.515     574597      261.0       -999.0         3.7
-999.0       2987.615     575049      273.7       -999.0         3.8
-999.0       2989.815     575995      257.0       -999.0         3.4
-999.0       2990.915     576488      255.0       -999.0         3.7
-999.0       2992.015     576999      250.0       -999.0         3.7
-999.0       2994.215     578047      270.0       -999.0         3.7
-999.0       2995.315     578599      272.7       -999.0         3.5
-999.0       2996.415     579154      266.0       -999.0         3.7
-999.0       2998.615     580361      244.3       -999.0         3.8
-999.0       2999.715     581117      240.3       -999.0         3.5
-999.0       3000.815     581968      221.3       -999.0         3.8
-999.0       3005.215     586364      251.0       -999.0         3.7
-999.0       3007.415     588648      278.3       -999.0         4.0
-999.0       3008.515     589837      283.3       -999.0         4.0
-999.0       3009.065     590379      226.7       -999.0        16.0
-999.0       3011.815     593333      267.0       -999.0         3.4
-999.0       3012.915     594577      287.3       -999.0         3.5
-999.0       3014.015     595895      244.3       -999.0         3.8
-999.0       3015.585     597936      254.7       -999.0         3.5
-999.0       3016.215     598765      268.7       -999.0         3.8
-999.0       3017.325     600233      268.3       -999.0         3.5
-999.0       3018.415     601643      244.0       -999.0         3.7
-999.0       3020.615     604455      264.0       -999.0         3.7
-999.0       3021.715     605796      277.0       -999.0         3.4
-999.0       3022.815     607128      276.7       -999.0         4.0
-999.0       3024.385     608874      273.0       -999.0         3.7
-999.0       3025.015     609581      274.0       -999.0         3.7
-999.0       3026.115     610783      274.7       -999.0         3.5
-999.0       3027.215     611952      266.7       -999.0         3.5
-999.0       3029.415     614353      278.0       -999.0         3.7
-999.0       3030.515     615611      274.3       -999.0         8.6
-999.0       3031.615     616944      266.0       -999.0         3.4
-999.0       3033.815     619691      277.0       -999.0         3.7
-999.0       3034.915     621089      272.0       -999.0         3.4
-999.0       3035.385     621715      274.0       -999.0         3.7
-999.0       3036.040     622576      278.7       -999.0         3.5
-999.0       3036.485     623176      267.0       -999.0         3.7
-999.0       3037.585     624598      263.7       -999.0         3.5
-999.0       3038.215     625458      268.3       -999.0         3.8
-999.0       3038.685     626100      243.3       -999.0         3.5
-999.0       3039.315     627076       -999.0       232.7        3.8
-999.0       3040.415     629193       -999.0       231.7        3.5
-999.0       3042.615     634318       -999.0       226.3        3.8
-999.0       3043.695     636848       -999.0       260.3        3.5
-999.0       3044.815     639604       -999.0       233.7        3.5
-999.0       3046.385     643124       -999.0       236.7        3.5
-999.0       3047.015     644464       -999.0       252.7        3.5
-999.0       3048.115     646637       -999.0       222.3        3.5
-999.0       3049.315     648871       -999.0       251.7        3.8
-999.0       3051.415     652611       -999.0       237.7        3.8
-999.0       3052.515     654396       -999.0       233.0        3.7
-999.0       3053.615     656104       -999.0       266.7        3.8
-999.0       3054.065     656792       -999.0       248.7        3.5
-999.0       3055.815     659384       -999.0       218.0        3.9
-999.0       3056.915     660908       -999.0       250.0        3.7
-999.0       3058.015     662516       -999.0       277.7        3.5
-999.0       3061.315     666933      202.3       -999.0         3.5
-999.0       3062.415     668295      214.7       -999.0         3.8
-999.0       3064.715     670884      249.0       -999.0         3.7
-999.0       3064.800     670969      224.0       -999.0         3.9
-999.0       3065.715     671894      218.7       -999.0         3.5
-999.0       3066.815     672998      246.3       -999.0         3.8
-999.0       3069.015     675104      280.3       -999.0         3.5
-999.0       3070.115     676140      243.3       -999.0         3.8
-999.0       3071.215     676973      236.7       -999.0         3.5
-999.0       3073.415     678827      261.0       -999.0         3.7
-999.0       3073.740     679099      247.7       -999.0         3.8
-999.0       3074.515     679717      244.7       -999.0         3.5
-999.0       3075.615     680523      237.0       -999.0         3.7
-999.0       3077.815     682354      269.7       -999.0         3.5
-999.0       3078.165     682639      257.0       -999.0         3.4
-999.0       3078.915     683230      258.0       -999.0         3.7
-999.0       3080.015     684049      260.3       -999.0         3.8
-999.0       3082.295     685690      277.3       -999.0         3.5
-999.0       3083.315     686386      260.0       -999.0         3.4
-999.0       3086.615     688586      269.7       -999.0         3.5
-999.0       3087.715     689275      262.3       -999.0         4.0
-999.0       3088.815     689988      241.3       -999.0         3.5
-999.0       3091.015     691363      245.7       -999.0         3.5
-999.0       3092.115     692033      258.0       -999.0         3.4
-999.0       3093.215     692697      259.7       -999.0         3.5
-999.0       3095.415     694004      259.0       -999.0         3.7
-999.0       3096.515     694644      266.3       -999.0         3.5
-999.0       3097.615     695308      273.3       -999.0         3.5
-999.0       3099.815     696646      264.0       -999.0         3.4
-999.0       3102.015     698044      264.3       -999.0         3.5
-999.0       3102.365     698282      254.0       -999.0         9.8
-999.0       3103.610     699132      266.7       -999.0         3.5
-999.0       3104.215     699556      271.3       -999.0         3.5
-999.0       3105.315     700348      280.7       -999.0         3.5
-999.0       3106.415     701208      251.3       -999.0         3.5
-999.0       3107.515     702055      262.0       -999.0         4.3
-999.0       3108.615     702946      274.7       -999.0         6.0
-999.0       3109.715     703891      261.0       -999.0         4.9
-999.0       3110.065     704207      263.0       -999.0         3.7
-999.0       3110.815     704909      273.3       -999.0         3.8
-999.0       3111.915     706003      268.0       -999.0         8.7
-999.0       3112.310     706407      275.0       -999.0         3.7
-999.0       3115.215     709628      271.0       -999.0         3.7
-999.0       3116.315     710957      257.7       -999.0         3.5
-999.0       3117.415     712337      260.0       -999.0         4.3
-999.0       3118.530     713721       -999.0       266.7        5.3
-999.0       3119.625     715122       -999.0       274.0        5.7
-999.0       3120.715     716549       -999.0       239.0        3.7
-999.0       3121.815     717995       -999.0       217.3        8.0
-999.0       3122.915     719755       -999.0       240.0        5.2
-999.0       3124.015     721253      253.3       -999.0         7.3
-999.0       3125.115     722945      265.3       -999.0         4.8
-999.0       3126.225     724384      264.7       -999.0         4.6
-999.0       3127.330     725852      250.7       -999.0         3.8
-999.0       3128.415     727162      257.0       -999.0         5.8
-999.0       3129.515     728422      268.3       -999.0         8.0
-999.0       3129.875     728859      253.7       -999.0         4.0
-999.0       3130.615     729757      266.3       -999.0         3.8
-999.0       3131.715     730914      263.0       -999.0         3.7
-999.0       3132.885     732098      254.7       -999.0         3.8
-999.0       3133.915     733154      261.0       -999.0         4.1
-999.0       3135.015     734188      257.3       -999.0         5.1
-999.0       3136.115     735101      250.0       -999.0        11.9
-999.0       3137.215     736039      252.7       -999.0         6.5
-999.0       3138.315     736914      258.3       -999.0         3.5
-999.0       3139.415     737842       -999.0       283.3        5.1
-999.0       3140.515     738821       -999.0       251.0        3.4
-999.0       3141.615     739804       -999.0       233.3        6.3
-999.0       3142.715     740889       -999.0       252.3        6.3
-999.0       3143.815     742039       -999.0       242.0        4.1
-999.0       3144.915     743167      231.0       -999.0         4.3
-999.0       3146.015     744307      239.3       -999.0         4.8
-999.0       3147.115     745465      235.3       -999.0         5.4
-999.0       3148.215     746596      238.0       -999.0         4.1
-999.0       3149.315     747714      238.7       -999.0         4.4
-999.0       3150.415     748871      249.7       -999.0         4.0
-999.0       3151.515     750046      246.0       -999.0         4.1
-999.0       3152.615     751258      241.3       -999.0         6.3
-999.0       3153.745     752562      231.0       -999.0         3.4
-999.0       3154.915     753941      230.3       -999.0         4.0
-999.0       3155.915     755047      251.7       -999.0         4.8
-999.0       3157.015     756314      264.7       -999.0         6.8
-999.0       3157.645     756993      286.7       -999.0         3.8
-999.0       3157.845     757212      274.0       -999.0         4.9
-999.0       3158.115     757506      289.7       -999.0         5.3
-999.0       3158.745     758190      279.0       -999.0         4.9
-999.0       3158.945     758417      274.0       -999.0         3.7
-999.0       3159.315     758840      251.7       -999.0         8.0
-999.0       3160.315     760029      249.7       -999.0         5.3
-999.0       3162.515     762806      280.0       -999.0        11.7
-999.0       3163.325     763824      289.3       -999.0         3.8
-999.0       3163.615     764172      293.0       -999.0         3.7
-999.0       3163.935     764584      286.0       -999.0         4.9
-999.0       3164.350     765117      268.3       -999.0         4.0
-999.0       3164.465     765264      264.7       -999.0         5.1
-999.0       3164.715     765585      259.7       -999.0         6.8
-999.0       3164.975     765928      241.0       -999.0         4.1
-999.0       3165.815     767047      250.3       -999.0         5.7
-999.0       3166.915     768576      282.5       -999.0         3.6
-999.0       3167.635     769550      278.7       -999.0         5.3
-999.0       3167.745     769704      287.0       -999.0         4.9
-999.0       3168.015     770080      282.7       -999.0         5.4
-999.0       3168.185     770303      271.0       -999.0         5.8
-999.0       3168.665     770937      270.7       -999.0         3.8
-999.0       3168.865     771208      274.7       -999.0         4.0
-999.0       3169.115     771546      260.0       -999.0         4.3
-999.0       3169.335     771835      266.7       -999.0         3.8
-999.0       3169.485     772032      247.0       -999.0         4.1
-999.0       3170.215     772996      271.3       -999.0         4.4
-999.0       3171.315     774498      260.3       -999.0         6.5
-999.0       3172.425     775984      273.3       -999.0         5.4
-999.0       3173.515     777390      269.3       -999.0         4.0
-999.0       3174.615     778747      254.0       -999.0         7.4
-999.0       3175.715     780108      254.0       -999.0         8.1
-999.0       3176.935     781596      279.7       -999.0         4.8
-999.0       3177.945     782830      269.7       -999.0         6.5
-999.0       3179.015     784101      268.7       -999.0         4.8
-999.0       3180.115     785374      281.7       -999.0         3.5
-999.0       3181.215     786529      303.3       -999.0         3.8
-999.0       3182.315     787680      266.3       -999.0         5.4
-999.0       3183.423     788832      252.7       -999.0         7.6
-999.0       3184.515     790060      253.3       -999.0         4.0
-999.0       3185.615     791424      249.7       -999.0         3.8
-999.0       3186.715     792866       -999.0       238.7        5.3
-999.0       3187.815     794519       -999.0       238.7        3.5
-999.0       3188.930     796380       -999.0       248.8        7.7
-999.0       3190.035     798425       -999.0       254.0        4.1
